4.985891	0.001554
4.915662	0.003710
4.790287	0.006145
4.611220	0.009063
4.380662	0.012780
4.101535	0.017797
3.777548	0.024977
3.413368	0.035876
3.015004	0.053355
2.590541	0.082177
2.150796	0.126316
1.706075	0.172554
1.253274	0.180893
0.774017	0.149649
0.262654	0.123155
-0.262654	0.123155
-0.774017	0.149649
-1.253274	0.180893
-1.706075	0.172554
-2.150796	0.126316
-2.590541	0.082177
-3.015004	0.053355
-3.413368	0.035876
-3.777548	0.024977
-4.101535	0.017797
-4.380662	0.012780
-4.611220	0.009063
-4.790287	0.006145
-4.915662	0.003710
-4.985891	0.001554
