-5.000000	0.031383
-4.995000	0.031458
-4.990000	0.031533
-4.985000	0.031608
-4.980000	0.031683
-4.975000	0.031759
-4.970000	0.031835
-4.965000	0.031911
-4.960000	0.031988
-4.955000	0.032065
-4.950000	0.032142
-4.945000	0.032219
-4.940000	0.032297
-4.935000	0.032375
-4.930000	0.032453
-4.925000	0.032532
-4.920000	0.032611
-4.915000	0.032690
-4.910000	0.032769
-4.905000	0.032849
-4.900000	0.032929
-4.895000	0.033009
-4.890000	0.033090
-4.885000	0.033171
-4.880000	0.033252
-4.875000	0.033334
-4.870000	0.033416
-4.865000	0.033498
-4.860000	0.033580
-4.855000	0.033663
-4.850000	0.033746
-4.845000	0.033829
-4.840000	0.033913
-4.835000	0.033997
-4.830000	0.034081
-4.825000	0.034166
-4.820000	0.034251
-4.815000	0.034336
-4.810000	0.034422
-4.805000	0.034508
-4.800000	0.034594
-4.795000	0.034681
-4.790000	0.034768
-4.785000	0.034855
-4.780000	0.034942
-4.775000	0.035030
-4.770000	0.035118
-4.765000	0.035207
-4.760000	0.035296
-4.755000	0.035385
-4.750000	0.035475
-4.745000	0.035565
-4.740000	0.035655
-4.735000	0.035746
-4.730000	0.035837
-4.725000	0.035928
-4.720000	0.036020
-4.715000	0.036112
-4.710000	0.036204
-4.705000	0.036297
-4.700000	0.036390
-4.695000	0.036484
-4.690000	0.036577
-4.685000	0.036672
-4.680000	0.036766
-4.675000	0.036861
-4.670000	0.036957
-4.665000	0.037052
-4.660000	0.037148
-4.655000	0.037245
-4.650000	0.037342
-4.645000	0.037439
-4.640000	0.037537
-4.635000	0.037635
-4.630000	0.037733
-4.625000	0.037832
-4.620000	0.037931
-4.615000	0.038030
-4.610000	0.038130
-4.605000	0.038231
-4.600000	0.038331
-4.595000	0.038433
-4.590000	0.038534
-4.585000	0.038636
-4.580000	0.038739
-4.575000	0.038841
-4.570000	0.038945
-4.565000	0.039048
-4.560000	0.039152
-4.555000	0.039257
-4.550000	0.039361
-4.545000	0.039467
-4.540000	0.039573
-4.535000	0.039679
-4.530000	0.039785
-4.525000	0.039892
-4.520000	0.040000
-4.515000	0.040108
-4.510000	0.040216
-4.505000	0.040325
-4.500000	0.040434
-4.495000	0.040544
-4.490000	0.040654
-4.485000	0.040764
-4.480000	0.040875
-4.475000	0.040987
-4.470000	0.041099
-4.465000	0.041211
-4.460000	0.041324
-4.455000	0.041437
-4.450000	0.041551
-4.445000	0.041665
-4.440000	0.041780
-4.435000	0.041895
-4.430000	0.042011
-4.425000	0.042127
-4.420000	0.042244
-4.415000	0.042361
-4.410000	0.042479
-4.405000	0.042597
-4.400000	0.042716
-4.395000	0.042835
-4.390000	0.042954
-4.385000	0.043075
-4.380000	0.043195
-4.375000	0.043316
-4.370000	0.043438
-4.365000	0.043560
-4.360000	0.043683
-4.355000	0.043806
-4.350000	0.043930
-4.345000	0.044054
-4.340000	0.044179
-4.335000	0.044304
-4.330000	0.044430
-4.325000	0.044557
-4.320000	0.044684
-4.315000	0.044811
-4.310000	0.044939
-4.305000	0.045068
-4.300000	0.045197
-4.295000	0.045327
-4.290000	0.045457
-4.285000	0.045588
-4.280000	0.045719
-4.275000	0.045851
-4.270000	0.045984
-4.265000	0.046117
-4.260000	0.046251
-4.255000	0.046385
-4.250000	0.046520
-4.245000	0.046655
-4.240000	0.046791
-4.235000	0.046928
-4.230000	0.047065
-4.225000	0.047203
-4.220000	0.047341
-4.215000	0.047481
-4.210000	0.047620
-4.205000	0.047761
-4.200000	0.047901
-4.195000	0.048043
-4.190000	0.048185
-4.185000	0.048328
-4.180000	0.048471
-4.175000	0.048616
-4.170000	0.048760
-4.165000	0.048906
-4.160000	0.049052
-4.155000	0.049198
-4.150000	0.049346
-4.145000	0.049494
-4.140000	0.049642
-4.135000	0.049792
-4.130000	0.049942
-4.125000	0.050092
-4.120000	0.050244
-4.115000	0.050396
-4.110000	0.050548
-4.105000	0.050702
-4.100000	0.050856
