2.494075	0.001375
2.459169	0.003272
2.397116	0.005477
2.308774	0.008147
2.195452	0.011474
2.058772	0.015647
1.900606	0.020836
1.723012	0.027143
1.528173	0.034548
1.318357	0.042848
1.095870	0.051611
0.863035	0.060174
0.622171	0.067710
0.375586	0.073354
0.125576	0.076383
-0.125576	0.076383
-0.375586	0.073354
-0.622171	0.067710
-0.863035	0.060174
-1.095870	0.051611
-1.318357	0.042848
-1.528173	0.034548
-1.723012	0.027143
-1.900606	0.020836
-2.058772	0.015647
-2.195452	0.011474
-2.308774	0.008147
-2.397116	0.005477
-2.459169	0.003272
-2.494075	0.001375
