3.129829	0.000231
3.102430	0.001375
3.059712	0.004109
3.002128	0.009012
2.930287	0.016513
2.844938	0.026841
2.746964	0.039969
2.637371	0.055579
2.517271	0.073043
2.387875	0.091443
2.250474	0.109631
2.106430	0.126323
1.957161	0.140237
1.804129	0.150233
1.648827	0.155460
1.492766	0.155460
1.337463	0.150233
1.184431	0.140237
1.035162	0.126323
0.891118	0.109631
0.753718	0.091443
0.624321	0.073043
0.504222	0.055579
0.394628	0.039969
0.296655	0.026841
0.211305	0.016513
0.139464	0.009012
0.081881	0.004109
0.039162	0.001375
0.011764	0.000231
